from,to,t_from,t_to,l,k,flow
m2_q_l1,m2_q_l1,9,10,l1,k5,133.12308
m2_q_l1,m2_q_l1,10,11,l1,k5,133.12308
m2_q_l1,m2_q_l1,8,9,l1,k5,122.358
m10_q_l1,m10_q_l1,11,12,l1,k2,106.07125
m2_q_l1,m2_q_l1,7,8,l1,k5,103.96396
m1_q_l1,m1_q_l1,11,12,l1,k5,101.49092
m10_q_l1,m10_q_l1,10,11,l1,k2,89.925099
m2_q_l1,m2_q_l1,6,7,l1,k4,89.553904
m2_q_l1,m2_q_l1,6,7,l1,k5,87.061244
m3_q_l1,m3_q_l1,11,12,l1,k5,86.201042
m3_q_l1,m3_q_l1,7,8,l1,k3,80.0
m2_q_l1,m2_q_l1,7,8,l1,k4,80.0
m10_q_l1,m10_q_l1,8,9,l1,k2,77.418852
m10_q_l1,m10_q_l1,9,10,l1,k2,77.418852
m3_q_l1,m3_q_l1,9,10,l1,k4,73.626797
m2_q_l1,m2_q_l1,11,12,l1,k5,73.03628
m3_q_l1,m3_q_l1,10,11,l1,k5,71.991394
m2_q_l1,m2_q_l1,5,6,l1,k4,71.26001
m1_q_l1,m1_q_l1,10,11,l1,k5,63.620762
m3_q_l2,m3_q_l2,11,12,l1,k3,63.28534
m3_q_l1,m3_q_l1,10,11,l1,k1,63.020686
m4_q_l2,m4_q_l2,8,9,l1,k4,59.33487
m3_q_l1,m3_q_l1,11,12,l1,k2,56.512284
m3_q_l1,m3_q_l1,4,5,l1,k2,56.382789
m10_q_l1,m10_q_l1,7,8,l1,k2,54.307063
m2_q_l1,m2_q_l1,11,12,l1,k4,54.024813
m1_q_l1,m1_q_l1,9,10,l1,k5,46.290784
m10_q_l1,m10_q_l1,8,9,l1,k5,46.16245
m3_q_l1,m3_q_l1,9,10,l1,k1,45.311413
m4_q_l2,m4_q_l2,10,11,l1,k4,45.232103
m1_q_l2,m1_q_l2,3,4,l1,k1,45.017358
m1_q_l1,m1_q_l1,3,4,l1,k5,43.54483
m2_q_l1,m2_q_l1,9,10,l1,k1,42.582146
m5_q_l2,m5_q_l2,5,6,l1,k5,41.897738
m3_q_l1,m3_q_l1,5,6,l1,k2,41.879562
m2_q_l1,m2_q_l1,3,4,l1,k3,40.57198
m3_q_l1,m3_q_l1,7,8,l1,k4,40.049778
m3_q_l1,m3_q_l1,8,9,l1,k4,40.049778
m5_q_l2,m5_q_l2,4,5,l1,k5,40.031083
m1_q_l1,m1_q_l1,10,11,l1,k4,39.97034
m3_q_l1,m3_q_l1,8,9,l1,k1,39.881931
m3_q_l1,m3_q_l1,9,10,l1,k5,39.796418
m2_q_l1,m2_q_l1,8,9,l1,k3,39.18987
m1_q_l1,m1_q_l1,6,7,l1,k5,39.069502
m10_q_l1,m10_q_l1,6,7,l1,k3,38.807473
m2_q_l1,m2_q_l1,9,10,l1,k4,36.748093
m2_q_l1,m2_q_l1,10,11,l1,k4,36.748093
m1_q_l1,m1_q_l1,4,5,l1,k3,35.834317
m10_q_l1,m10_q_l1,6,7,l1,k2,35.022979
m3_q_l2,m3_q_l2,6,7,l1,k3,34.412744
m10_q_l1,m10_q_l1,11,12,l1,k5,33.79566
m1_q_l1,m1_q_l1,11,12,l1,k3,31.384395
m10_q_l1,m10_q_l1,10,11,l1,k4,31.366763
m2_q_l1,m2_q_l1,4,5,l1,k1,31.168185
m10_q_l1,m10_q_l1,7,8,l1,k5,31.141613
m2_q_l1,m2_q_l1,4,5,l1,k4,30.630775
m2_q_l1,m2_q_l1,8,9,l1,k2,29.877465
m4_q_l2,m4_q_l2,9,10,l1,k4,29.591761
m10_q_l1,m10_q_l1,5,6,l1,k4,28.748137
m3_q_l2,m3_q_l2,4,5,l1,k3,28.095556
m3_q_l1,m3_q_l1,2,3,l1,k2,27.54348
m1_q_l1,m1_q_l1,7,8,l1,k2,27.532308
m3_q_l2,m3_q_l2,5,6,l1,k3,26.069928
m1_q_l2,m1_q_l2,9,10,l1,k1,25.805416
m1_q_l1,m1_q_l1,2,3,l1,k3,24.976771
m1_q_l2,m1_q_l2,11,12,l1,k1,23.621698
m3_q_l1,m3_q_l1,10,11,l1,k2,21.737453
m1_q_l1,m1_q_l1,3,4,l1,k3,21.377383
m2_q_l1,m2_q_l1,7,8,l1,k3,20.790706
m3_q_l1,m3_q_l1,8,9,l1,k5,20.749981
m3_q_l2,m3_q_l2,2,3,l1,k3,20.667713
m10_q_l1,m10_q_l1,11,12,l1,k1,20.133085
m10_q_l1,m10_q_l1,2,3,l1,k2,19.927596
m1_q_l1,m1_q_l1,9,10,l1,k4,19.614616
m3_q_l1,m3_q_l1,7,8,l1,k1,19.53011
m2_q_l1,m2_q_l1,1,2,l1,k4,19.496431
m3_q_l1,m3_q_l1,8,9,l1,k2,19.360143
m2_q_l1,m2_q_l1,5,6,l1,k5,19.331307
m10_q_l1,m10_q_l1,9,10,l1,k1,19.013953
m10_q_l1,m10_q_l1,5,6,l1,k2,18.962574
m1_q_l1,m1_q_l1,5,6,l1,k5,18.677178
m10_q_l1,m10_q_l1,4,5,l1,k4,18.66049
m2_q_l1,m2_q_l1,8,9,l1,k1,18.354385
m3_q_l1,m3_q_l1,3,4,l1,k1,17.98774
m10_q_l1,m10_q_l1,9,10,l1,k4,17.927385
m10_q_l1,m10_q_l1,2,3,l1,k3,17.807218
m2_q_l1,m2_q_l1,5,6,l1,k2,17.636608
m2_q_l1,m2_q_l1,10,11,l1,k3,17.450245
m2_q_l1,m2_q_l1,11,12,l1,k3,17.450245
m10_q_l1,m10_q_l1,6,7,l1,k5,17.3666
m3_q_l1,m3_q_l1,11,12,l1,k4,17.286674
m10_q_l1,m10_q_l1,10,11,l1,k5,17.110592
m4_q_l2,m4_q_l2,11,12,l1,k4,16.895841
m1_q_l1,m1_q_l1,1,2,l1,k5,16.842799
m3_q_l1,m3_q_l1,3,4,l1,k4,16.832927
m10_q_l1,m10_q_l1,3,4,l1,k1,16.710149
m2_q_l1,m2_q_l1,2,3,l1,k3,16.487126
m10_q_l1,m10_q_l1,10,11,l1,k3,16.0716
m2_q_l1,m2_q_l1,1,2,l1,k5,15.663459
m2_q_l1,m2_q_l1,11,12,l1,k1,15.488663
m3_q_l1,m3_q_l1,6,7,l1,k5,15.04736
m1_q_l1,m1_q_l1,10,11,l1,k1,14.421877
m5_q_l2,m5_q_l2,10,11,l1,k5,14.382166
m1_q_l1,m1_q_l1,11,12,l1,k2,14.044224
m1_q_l1,m1_q_l1,8,9,l1,k5,13.753799
m1_q_l1,m1_q_l1,11,12,l1,k4,13.080458
m3_q_l1,m3_q_l1,6,7,l1,k2,12.579821
m1_q_l1,m1_q_l1,4,5,l1,k2,12.402822
m1_q_l1,m1_q_l1,10,11,l1,k3,11.959866
m3_q_l1,m3_q_l1,3,4,l1,k3,10.745498
m3_q_l1,m3_q_l1,4,5,l1,k3,10.745498
m3_q_l1,m3_q_l1,5,6,l1,k3,10.745498
m3_q_l1,m3_q_l1,6,7,l1,k3,10.745498
m5_q_l2,m5_q_l2,8,9,l1,k5,10.172368
m4_q_l2,m4_q_l2,6,7,l1,k4,9.869766
