from,to,t_from,t_to,l,k,flow
m2_q_l1,m2_q_l1,9,10,l1,k5,187.47431
m4_q_l2,m4_q_l2,10,11,l1,k4,182.58629
m2_q_l1,m2_q_l1,10,11,l1,k5,180.73277
m2_q_l1,m2_q_l1,8,9,l1,k5,173.60732
m4_q_l2,m4_q_l2,11,12,l1,k4,162.39767
m2_q_l1,m2_q_l1,7,8,l1,k5,155.08778
m4_q_l2,m4_q_l2,8,9,l1,k4,146.88853
m4_q_l2,m4_q_l2,9,10,l1,k4,136.16559
m2_q_l1,m2_q_l1,6,7,l1,k5,127.39282
m10_q_l1,m10_q_l1,11,12,l1,k2,110.6911
m3_q_l2,m3_q_l2,11,12,l1,k3,101.45298
m2_q_l1,m2_q_l1,11,12,l1,k5,100.73277
m1_q_l1,m1_q_l1,11,12,l1,k5,94.121425
m10_q_l1,m10_q_l1,10,11,l1,k2,88.515089
m10_q_l1,m10_q_l1,8,9,l1,k2,87.483044
m10_q_l1,m10_q_l1,9,10,l1,k2,87.483044
m4_q_l2,m4_q_l2,7,8,l1,k4,85.509219
m3_q_l1,m3_q_l1,11,12,l1,k5,82.605931
m3_q_l1,m3_q_l1,7,8,l1,k3,80.0
m2_q_l1,m2_q_l1,7,8,l1,k4,80.0
m3_q_l1,m3_q_l1,9,10,l1,k4,80.0
m10_q_l1,m10_q_l1,7,8,l1,k2,75.943215
m2_q_l1,m2_q_l1,6,7,l1,k4,74.390653
m3_q_l1,m3_q_l1,10,11,l1,k1,69.114219
m3_q_l1,m3_q_l1,10,11,l1,k5,66.019046
m1_q_l1,m1_q_l1,10,11,l1,k5,60.021078
m4_q_l2,m4_q_l2,6,7,l1,k4,59.80615
m3_q_l1,m3_q_l1,11,12,l1,k2,56.267341
m2_q_l1,m2_q_l1,5,6,l1,k4,55.367197
m3_q_l1,m3_q_l1,4,5,l1,k2,55.248764
m10_q_l1,m10_q_l1,6,7,l1,k2,53.816094
m3_q_l1,m3_q_l1,5,6,l1,k2,52.261361
m3_q_l1,m3_q_l1,9,10,l1,k1,51.150959
m1_q_l1,m1_q_l1,11,12,l1,k3,49.140511
m5_q_l2,m5_q_l2,5,6,l1,k5,45.536948
m10_q_l1,m10_q_l1,8,9,l1,k5,45.101006
m3_q_l1,m3_q_l1,9,10,l1,k5,45.093687
m1_q_l1,m1_q_l1,3,4,l1,k5,44.705498
m1_q_l2,m1_q_l2,3,4,l1,k1,44.410817
m1_q_l1,m1_q_l1,4,5,l1,k3,43.731811
m1_q_l1,m1_q_l1,9,10,l1,k5,43.197402
m1_q_l2,m1_q_l2,9,10,l1,k1,40.615051
m3_q_l1,m3_q_l1,7,8,l1,k4,40.379917
m3_q_l1,m3_q_l1,8,9,l1,k4,40.379917
m10_q_l1,m10_q_l1,6,7,l1,k3,40.034468
m2_q_l1,m2_q_l1,5,6,l1,k5,39.769346
m3_q_l2,m3_q_l2,2,3,l1,k3,39.626438
m2_q_l1,m2_q_l1,3,4,l1,k3,39.618952
m3_q_l1,m3_q_l1,2,3,l1,k2,37.958427
m3_q_l1,m3_q_l1,8,9,l1,k5,37.487509
m5_q_l2,m5_q_l2,11,12,l1,k5,37.150409
m1_q_l1,m1_q_l1,10,11,l1,k1,35.964734
m2_q_l1,m2_q_l1,9,10,l1,k1,35.733817
m3_q_l2,m3_q_l2,6,7,l1,k3,34.693588
m1_q_l1,m1_q_l1,6,7,l1,k5,34.657433
m10_q_l1,m10_q_l1,5,6,l1,k2,34.550332
m5_q_l2,m5_q_l2,4,5,l1,k5,34.325986
m2_q_l1,m2_q_l1,11,12,l1,k4,34.323259
m3_q_l2,m3_q_l2,5,6,l1,k3,33.707551
m2_q_l1,m2_q_l1,8,9,l1,k3,33.429604
m1_q_l1,m1_q_l1,2,3,l1,k3,32.875218
m3_q_l1,m3_q_l1,8,9,l1,k1,32.859971
m2_q_l2,m2_q_l2,5,6,l1,k2,32.365958
m1_q_l1,m1_q_l1,10,11,l1,k3,32.168655
m4_q_l2,m4_q_l2,5,6,l1,k4,31.207156
m10_q_l1,m10_q_l1,4,5,l1,k4,31.151319
m10_q_l1,m10_q_l1,5,6,l1,k4,31.151319
m10_q_l1,m10_q_l1,11,12,l1,k5,30.769222
m5_q_l2,m5_q_l2,10,11,l1,k5,30.495601
m1_q_l1,m1_q_l1,10,11,l1,k4,28.442098
m10_q_l1,m10_q_l1,9,10,l1,k1,26.811475
m10_q_l1,m10_q_l1,2,3,l1,k2,26.240753
m1_q_l1,m1_q_l1,3,4,l1,k3,25.772303
m2_q_l1,m2_q_l1,8,9,l1,k2,25.064834
m2_q_l1,m2_q_l1,11,12,l1,k1,24.943976
m1_q_l2,m1_q_l2,11,12,l1,k1,24.017701
m3_q_l2,m3_q_l2,10,11,l1,k3,23.924621
m10_q_l1,m10_q_l1,10,11,l1,k4,23.58682
m1_q_l1,m1_q_l1,4,5,l1,k2,23.556835
m1_q_l1,m1_q_l1,5,6,l1,k2,23.455806
m2_q_l1,m2_q_l1,4,5,l1,k1,22.483263
m10_q_l1,m10_q_l1,7,8,l1,k5,22.174961
m3_q_l1,m3_q_l1,6,7,l1,k5,21.795905
m3_q_l1,m3_q_l1,8,9,l1,k2,21.296331
m2_q_l2,m2_q_l2,3,4,l1,k2,21.178462
m2_q_l1,m2_q_l1,9,10,l1,k4,21.161406
m2_q_l1,m2_q_l1,10,11,l1,k4,21.161406
m10_q_l1,m10_q_l1,3,4,l1,k1,20.99403
m3_q_l1,m3_q_l1,6,7,l1,k4,20.548806
m10_q_l1,m10_q_l1,2,3,l1,k3,20.182889
m2_q_l1,m2_q_l1,1,2,l1,k5,19.760571
m3_q_l1,m3_q_l1,6,7,l1,k2,19.721032
m2_q_l1,m2_q_l1,4,5,l1,k5,18.879217
m2_q_l1,m2_q_l1,4,5,l1,k4,18.696761
m10_q_l1,m10_q_l1,11,12,l1,k1,18.539682
m10_q_l1,m10_q_l1,10,11,l1,k3,18.312603
m1_q_l1,m1_q_l1,7,8,l1,k2,17.443023
m1_q_l1,m1_q_l1,1,2,l1,k5,17.29754
m10_q_l1,m10_q_l1,6,7,l1,k5,17.26753
m3_q_l1,m3_q_l1,1,2,l1,k2,17.204841
m1_q_l1,m1_q_l1,11,12,l1,k2,16.738064
m2_q_l1,m2_q_l1,8,9,l1,k1,16.660455
m3_q_l2,m3_q_l2,4,5,l1,k3,16.530814
m3_q_l1,m3_q_l1,11,12,l1,k4,16.47917
m1_q_l1,m1_q_l1,9,10,l1,k4,16.445189
m10_q_l1,m10_q_l1,8,9,l1,k1,16.309692
m2_q_l2,m2_q_l2,6,7,l1,k2,16.065455
m2_q_l1,m2_q_l1,2,3,l1,k5,15.850102
m10_q_l1,m10_q_l1,10,11,l1,k5,15.738106
m1_q_l1,m1_q_l1,9,10,l1,k2,15.620407
m3_q_l1,m3_q_l1,3,4,l1,k3,15.574064
m3_q_l1,m3_q_l1,4,5,l1,k3,15.574064
m3_q_l1,m3_q_l1,5,6,l1,k3,15.574064
m3_q_l1,m3_q_l1,6,7,l1,k3,15.574064
m3_q_l1,m3_q_l1,7,8,l1,k5,15.571073
m3_q_l1,m3_q_l1,7,8,l1,k1,15.513015
m3_q_l1,m3_q_l1,10,11,l1,k2,15.308237
m3_q_l1,m3_q_l1,3,4,l1,k1,15.219209
m1_q_l2,m1_q_l2,7,8,l1,k1,15.169934
m3_q_l1,m3_q_l1,3,4,l1,k4,14.926837
m2_q_l1,m2_q_l1,2,3,l1,k3,14.813089
m2_q_l1,m2_q_l1,7,8,l1,k3,14.787323
m4_q_l2,m4_q_l2,4,5,l1,k4,14.425163
m1_q_l1,m1_q_l1,1,2,l1,k3,14.149332
m3_q_l2,m3_q_l2,8,9,l1,k3,14.089132
m2_q_l1,m2_q_l1,1,2,l1,k4,13.794447
m1_q_l1,m1_q_l1,5,6,l1,k5,13.564434
m1_q_l2,m1_q_l2,1,2,l1,k1,13.367612
m10_q_l1,m10_q_l1,9,10,l1,k4,13.063804
m2_q_l2,m2_q_l2,7,8,l1,k2,13.025774
