from,to,t_from,t_to,l,k,flow
m2_q_l1,m2_q_l1,9,10,l1,k5,122.55755
m2_q_l1,m2_q_l1,10,11,l1,k5,122.55755
m1_q_l1,m1_q_l1,11,12,l1,k5,114.07598
m2_q_l1,m2_q_l1,8,9,l1,k5,110.62173
m10_q_l1,m10_q_l1,11,12,l1,k2,98.932874
m2_q_l1,m2_q_l1,6,7,l1,k4,94.257362
m2_q_l1,m2_q_l1,7,8,l1,k5,89.886552
m3_q_l1,m3_q_l1,11,12,l1,k5,81.93731
m10_q_l1,m10_q_l1,10,11,l1,k2,81.560092
m3_q_l1,m3_q_l1,7,8,l1,k3,80.0
m2_q_l1,m2_q_l1,7,8,l1,k4,80.0
m2_q_l1,m2_q_l1,5,6,l1,k4,79.453284
m2_q_l1,m2_q_l1,6,7,l1,k5,79.316618
m1_q_l1,m1_q_l1,10,11,l1,k5,75.039219
m10_q_l1,m10_q_l1,8,9,l1,k2,66.286273
m10_q_l1,m10_q_l1,9,10,l1,k2,66.286273
m3_q_l1,m3_q_l1,9,10,l1,k4,63.491821
m3_q_l1,m3_q_l1,10,11,l1,k5,63.321011
m3_q_l2,m3_q_l2,11,12,l1,k3,62.781515
m3_q_l1,m3_q_l1,11,12,l1,k2,62.742953
m2_q_l1,m2_q_l1,11,12,l1,k4,61.479973
m5_q_l2,m5_q_l2,5,6,l1,k5,58.470193
m3_q_l1,m3_q_l1,10,11,l1,k1,58.15256
m1_q_l1,m1_q_l1,9,10,l1,k5,56.522954
m2_q_l1,m2_q_l1,11,12,l1,k5,54.034632
m10_q_l1,m10_q_l1,7,8,l1,k2,50.857395
m4_q_l2,m4_q_l2,10,11,l1,k4,49.212229
m3_q_l2,m3_q_l2,5,6,l1,k3,46.512065
m4_q_l2,m4_q_l2,8,9,l1,k4,46.292089
m10_q_l1,m10_q_l1,11,12,l1,k5,45.904547
m5_q_l2,m5_q_l2,4,5,l1,k5,45.543531
m2_q_l1,m2_q_l1,3,4,l1,k3,44.604639
m3_q_l2,m3_q_l2,4,5,l1,k3,44.437436
m10_q_l1,m10_q_l1,8,9,l1,k5,42.995875
m1_q_l1,m1_q_l1,6,7,l1,k5,42.354872
m3_q_l1,m3_q_l1,8,9,l1,k1,39.887181
m3_q_l1,m3_q_l1,9,10,l1,k1,37.838466
m10_q_l1,m10_q_l1,6,7,l1,k3,37.558802
m3_q_l1,m3_q_l1,6,7,l1,k5,36.678691
m2_q_l1,m2_q_l1,8,9,l1,k3,36.599962
m1_q_l1,m1_q_l1,3,4,l1,k5,36.097175
m3_q_l1,m3_q_l1,5,6,l1,k2,35.845745
m3_q_l1,m3_q_l1,4,5,l1,k2,35.144393
m2_q_l1,m2_q_l1,9,10,l1,k1,34.653979
m2_q_l1,m2_q_l1,9,10,l1,k4,34.116157
m2_q_l1,m2_q_l1,10,11,l1,k4,34.116157
m3_q_l2,m3_q_l2,6,7,l1,k3,33.154561
m10_q_l1,m10_q_l1,6,7,l1,k2,32.141378
m1_q_l1,m1_q_l1,4,5,l1,k3,32.096489
m2_q_l1,m2_q_l1,8,9,l1,k2,32.064719
m2_q_l1,m2_q_l1,5,6,l1,k5,31.26735
m3_q_l1,m3_q_l1,7,8,l1,k4,30.962861
m3_q_l1,m3_q_l1,8,9,l1,k4,30.962861
m2_q_l1,m2_q_l1,4,5,l1,k1,29.930252
m1_q_l1,m1_q_l1,2,3,l1,k3,29.79787
m1_q_l1,m1_q_l1,11,12,l1,k3,29.627782
m10_q_l1,m10_q_l1,10,11,l1,k4,29.13936
m2_q_l1,m2_q_l1,4,5,l1,k4,28.119902
m1_q_l1,m1_q_l1,10,11,l1,k4,27.368411
m5_q_l2,m5_q_l2,8,9,l1,k5,26.758681
m3_q_l1,m3_q_l1,9,10,l1,k5,25.827051
m10_q_l1,m10_q_l1,7,8,l1,k5,24.830967
m1_q_l2,m1_q_l2,9,10,l1,k1,24.450475
m3_q_l1,m3_q_l1,1,2,l1,k4,24.020491
m2_q_l1,m2_q_l1,10,11,l1,k3,23.816095
m2_q_l1,m2_q_l1,11,12,l1,k3,23.816095
m1_q_l2,m1_q_l2,3,4,l1,k1,23.467417
m1_q_l1,m1_q_l1,1,2,l1,k5,23.402038
m3_q_l1,m3_q_l1,2,3,l1,k2,23.194221
m10_q_l1,m10_q_l1,5,6,l1,k4,23.105803
m1_q_l2,m1_q_l2,11,12,l1,k1,22.874335
m1_q_l1,m1_q_l1,8,9,l1,k5,21.505812
m1_q_l1,m1_q_l1,7,8,l1,k2,21.503334
m2_q_l1,m2_q_l1,11,12,l1,k1,20.669301
m3_q_l1,m3_q_l1,3,4,l1,k4,19.839649
m1_q_l1,m1_q_l1,10,11,l1,k3,19.785871
m10_q_l1,m10_q_l1,4,5,l1,k4,19.691289
m4_q_l2,m4_q_l2,9,10,l1,k4,19.390197
m3_q_l1,m3_q_l1,8,9,l1,k5,19.071352
m10_q_l1,m10_q_l1,9,10,l1,k4,18.981273
m2_q_l1,m2_q_l1,2,3,l1,k3,18.82155
m10_q_l1,m10_q_l1,10,11,l1,k5,18.767887
m10_q_l1,m10_q_l1,2,3,l1,k3,18.678027
m10_q_l1,m10_q_l1,9,10,l1,k1,18.503352
m2_q_l1,m2_q_l1,7,8,l1,k3,18.161452
m1_q_l1,m1_q_l1,5,6,l1,k5,17.953018
m5_q_l2,m5_q_l2,11,12,l1,k5,17.709347
m3_q_l1,m3_q_l1,10,11,l1,k2,17.658279
