from,to,t_from,t_to,l,k,flow
m2_q_l1,m2_q_l1,9,10,l1,k5,178.99969
m2_q_l1,m2_q_l1,10,11,l1,k5,171.83866
m4_q_l2,m4_q_l2,10,11,l1,k4,166.8031
m2_q_l1,m2_q_l1,8,9,l1,k5,166.75978
m4_q_l2,m4_q_l2,11,12,l1,k4,150.01068
m2_q_l1,m2_q_l1,7,8,l1,k5,148.41342
m4_q_l2,m4_q_l2,8,9,l1,k4,135.86483
m4_q_l2,m4_q_l2,9,10,l1,k4,124.53604
m2_q_l1,m2_q_l1,6,7,l1,k5,120.92855
m10_q_l1,m10_q_l1,11,12,l1,k2,109.1274
m1_q_l1,m1_q_l1,11,12,l1,k5,98.747617
m2_q_l1,m2_q_l1,11,12,l1,k5,91.838661
m10_q_l1,m10_q_l1,10,11,l1,k2,88.343393
m3_q_l2,m3_q_l2,11,12,l1,k3,86.556416
m10_q_l1,m10_q_l1,8,9,l1,k2,85.655363
m10_q_l1,m10_q_l1,9,10,l1,k2,85.655363
m3_q_l1,m3_q_l1,11,12,l1,k5,81.070621
m3_q_l1,m3_q_l1,7,8,l1,k3,80.0
m2_q_l1,m2_q_l1,7,8,l1,k4,80.0
m3_q_l1,m3_q_l1,9,10,l1,k4,80.0
m2_q_l1,m2_q_l1,6,7,l1,k4,79.834792
m4_q_l2,m4_q_l2,7,8,l1,k4,74.278624
m10_q_l1,m10_q_l1,7,8,l1,k2,71.962143
m3_q_l1,m3_q_l1,10,11,l1,k1,70.076146
m1_q_l1,m1_q_l1,10,11,l1,k5,64.014052
m3_q_l1,m3_q_l1,10,11,l1,k5,64.012697
m2_q_l1,m2_q_l1,5,6,l1,k4,61.152488
m3_q_l1,m3_q_l1,4,5,l1,k2,57.499176
m4_q_l2,m4_q_l2,6,7,l1,k4,56.29641
m3_q_l1,m3_q_l1,11,12,l1,k2,55.511561
m3_q_l1,m3_q_l1,5,6,l1,k2,52.840908
m3_q_l1,m3_q_l1,9,10,l1,k1,52.10064
m10_q_l1,m10_q_l1,6,7,l1,k2,51.210729
