from,to,t_from,t_to,l,k,flow
m4_q_l2,m4_q_l2,10,11,l1,k4,207.72541
m2_q_l1,m2_q_l1,9,10,l1,k5,188.82289
m4_q_l2,m4_q_l2,11,12,l1,k4,187.66438
m2_q_l1,m2_q_l1,10,11,l1,k5,182.50083
m2_q_l1,m2_q_l1,8,9,l1,k5,176.33357
m4_q_l2,m4_q_l2,8,9,l1,k4,162.54305
m2_q_l1,m2_q_l1,7,8,l1,k5,157.64085
m4_q_l2,m4_q_l2,9,10,l1,k4,154.2458
m2_q_l1,m2_q_l1,6,7,l1,k5,130.6711
m10_q_l1,m10_q_l1,11,12,l1,k2,112.25479
m3_q_l2,m3_q_l2,11,12,l1,k3,103.46982
m2_q_l1,m2_q_l1,11,12,l1,k5,102.50083
m4_q_l2,m4_q_l2,7,8,l1,k4,101.37064
m1_q_l1,m1_q_l1,11,12,l1,k5,89.495233
m10_q_l1,m10_q_l1,8,9,l1,k2,89.310726
m10_q_l1,m10_q_l1,9,10,l1,k2,89.310726
m10_q_l1,m10_q_l1,10,11,l1,k2,88.686785
m3_q_l1,m3_q_l1,11,12,l1,k5,84.141241
m3_q_l1,m3_q_l1,7,8,l1,k3,80.0
m2_q_l1,m2_q_l1,7,8,l1,k4,80.0
m3_q_l1,m3_q_l1,9,10,l1,k4,80.0
m10_q_l1,m10_q_l1,7,8,l1,k2,79.924286
m2_q_l1,m2_q_l1,6,7,l1,k4,75.187537
m4_q_l2,m4_q_l2,6,7,l1,k4,69.766547
m3_q_l1,m3_q_l1,10,11,l1,k1,68.152292
m3_q_l1,m3_q_l1,10,11,l1,k5,68.025394
m3_q_l1,m3_q_l1,11,12,l1,k2,57.023121
m10_q_l1,m10_q_l1,6,7,l1,k2,56.421459
m1_q_l1,m1_q_l1,10,11,l1,k5,56.028103
m2_q_l1,m2_q_l1,5,6,l1,k4,55.822929
m1_q_l1,m1_q_l1,11,12,l1,k3,54.187348
m3_q_l1,m3_q_l1,4,5,l1,k2,52.998352
m3_q_l1,m3_q_l1,5,6,l1,k2,51.681815
m3_q_l1,m3_q_l1,9,10,l1,k1,50.201279
m1_q_l2,m1_q_l2,9,10,l1,k1,49.954228
m5_q_l2,m5_q_l2,5,6,l1,k5,46.568589
m3_q_l1,m3_q_l1,9,10,l1,k5,46.124916
m1_q_l1,m1_q_l1,10,11,l1,k1,45.538316
m10_q_l1,m10_q_l1,8,9,l1,k5,45.468008
m1_q_l1,m1_q_l1,3,4,l1,k5,44.940664
m1_q_l2,m1_q_l2,3,4,l1,k1,44.547756
m3_q_l2,m3_q_l2,2,3,l1,k3,44.168584
m1_q_l1,m1_q_l1,4,5,l1,k3,43.30664
m3_q_l1,m3_q_l1,7,8,l1,k4,41.839889
m3_q_l1,m3_q_l1,8,9,l1,k4,41.839889
m10_q_l1,m10_q_l1,6,7,l1,k3,41.37929
m3_q_l1,m3_q_l1,8,9,l1,k5,41.316679
m4_q_l2,m4_q_l2,5,6,l1,k4,40.301223
m1_q_l1,m1_q_l1,9,10,l1,k5,39.596536
m3_q_l1,m3_q_l1,2,3,l1,k2,38.611236
m5_q_l2,m5_q_l2,11,12,l1,k5,38.200546
m2_q_l1,m2_q_l1,5,6,l1,k5,37.839803
m1_q_l1,m1_q_l1,10,11,l1,k3,37.558206
m3_q_l2,m3_q_l2,6,7,l1,k3,37.375962
m10_q_l1,m10_q_l1,5,6,l1,k2,36.733776
m2_q_l2,m2_q_l2,5,6,l1,k2,35.680861
m2_q_l1,m2_q_l1,9,10,l1,k1,35.64509
m2_q_l1,m2_q_l1,3,4,l1,k3,34.825269
m5_q_l2,m5_q_l2,4,5,l1,k5,34.287307
m1_q_l1,m1_q_l1,6,7,l1,k5,34.20991
m2_q_l1,m2_q_l1,8,9,l1,k3,32.572805
m1_q_l1,m1_q_l1,2,3,l1,k3,32.164516
m5_q_l2,m5_q_l2,10,11,l1,k5,31.994135
m3_q_l1,m3_q_l1,8,9,l1,k1,31.813295
m10_q_l1,m10_q_l1,4,5,l1,k4,31.050604
m10_q_l1,m10_q_l1,5,6,l1,k4,31.050604
m2_q_l1,m2_q_l1,11,12,l1,k4,30.240536
m10_q_l1,m10_q_l1,11,12,l1,k5,29.025629
m3_q_l2,m3_q_l2,5,6,l1,k3,28.587496
m2_q_l1,m2_q_l1,11,12,l1,k1,27.258634
m10_q_l1,m10_q_l1,9,10,l1,k1,26.866478
m3_q_l1,m3_q_l1,3,4,l1,k4,26.59413
m4_q_l2,m4_q_l2,4,5,l1,k4,26.591898
m1_q_l1,m1_q_l1,4,5,l1,k2,25.409113
m1_q_l1,m1_q_l1,3,4,l1,k3,25.360629
m1_q_l1,m1_q_l1,5,6,l1,k2,24.938633
m10_q_l1,m10_q_l1,2,3,l1,k2,24.667751
m3_q_l1,m3_q_l1,6,7,l1,k5,24.247198
m1_q_l2,m1_q_l2,11,12,l1,k1,23.356935
m10_q_l1,m10_q_l1,10,11,l1,k4,22.782427
m3_q_l1,m3_q_l1,8,9,l1,k2,22.395107
m2_q_l2,m2_q_l2,3,4,l1,k2,22.237949
m2_q_l1,m2_q_l1,9,10,l1,k4,22.215208
m2_q_l1,m2_q_l1,10,11,l1,k4,22.215208
m10_q_l1,m10_q_l1,3,4,l1,k1,21.99204
m3_q_l1,m3_q_l1,6,7,l1,k4,21.398408
m10_q_l1,m10_q_l1,2,3,l1,k3,20.910518
m10_q_l1,m10_q_l1,7,8,l1,k5,20.899947
m3_q_l2,m3_q_l2,10,11,l1,k3,20.765335
m2_q_l1,m2_q_l1,1,2,l1,k5,20.347428
m2_q_l2,m2_q_l2,6,7,l1,k2,20.234615
m1_q_l1,m1_q_l1,10,11,l1,k4,19.670793
m2_q_l1,m2_q_l1,4,5,l1,k1,19.666923
m2_q_l1,m2_q_l1,4,5,l1,k4,18.929015
m10_q_l1,m10_q_l1,8,9,l1,k1,18.864101
m10_q_l1,m10_q_l1,11,12,l1,k1,18.719577
m10_q_l1,m10_q_l1,10,11,l1,k3,18.416804
m3_q_l1,m3_q_l1,7,8,l1,k5,18.094764
m2_q_l1,m2_q_l1,8,9,l1,k2,18.086445
m1_q_l2,m1_q_l2,7,8,l1,k1,17.559912
m1_q_l1,m1_q_l1,7,8,l1,k2,17.257364
m1_q_l1,m1_q_l1,1,2,l1,k5,17.063387
m10_q_l1,m10_q_l1,6,7,l1,k5,17.023373
m3_q_l1,m3_q_l1,6,7,l1,k2,16.961376
m3_q_l1,m3_q_l1,1,2,l1,k2,16.939789
m1_q_l1,m1_q_l1,9,10,l1,k2,16.359716
m1_q_l1,m1_q_l1,11,12,l1,k2,16.317419
m2_q_l1,m2_q_l1,8,9,l1,k1,16.21394
m3_q_l2,m3_q_l2,8,9,l1,k3,16.118843
m2_q_l1,m2_q_l1,4,5,l1,k5,15.986298
m3_q_l1,m3_q_l1,11,12,l1,k4,15.972227
m1_q_l1,m1_q_l1,9,10,l1,k4,15.926919
m3_q_l1,m3_q_l1,3,4,l1,k3,15.432086
m3_q_l1,m3_q_l1,4,5,l1,k3,15.432086
m3_q_l1,m3_q_l1,5,6,l1,k3,15.432086
m3_q_l1,m3_q_l1,6,7,l1,k3,15.432086
m2_q_l1,m2_q_l1,2,3,l1,k5,15.220602
m10_q_l1,m10_q_l1,7,8,l1,k4,15.183955
m1_q_l2,m1_q_l2,1,2,l1,k1,15.156816
m10_q_l1,m10_q_l1,10,11,l1,k5,14.984142
m2_q_l1,m2_q_l1,1,2,l1,k4,14.738544
m3_q_l1,m3_q_l1,7,8,l1,k1,14.68402
m3_q_l1,m3_q_l1,10,11,l1,k2,14.410983
m3_q_l1,m3_q_l1,3,4,l1,k1,14.292278
m10_q_l1,m10_q_l1,4,5,l1,k2,13.985655
m2_q_l1,m2_q_l1,2,3,l1,k3,13.750785
m2_q_l1,m2_q_l1,7,8,l1,k3,13.71643
m1_q_l1,m1_q_l1,1,2,l1,k3,13.196667
m3_q_l1,m3_q_l1,2,3,l1,k4,12.691681
m1_q_l1,m1_q_l1,5,6,l1,k5,12.085912
m10_q_l1,m10_q_l1,9,10,l1,k4,11.418405
m2_q_l2,m2_q_l2,10,11,l1,k2,11.289114
m10_q_l1,m10_q_l1,3,4,l1,k4,11.067876
m2_q_l2,m2_q_l2,7,8,l1,k2,10.701033
m2_q_l1,m2_q_l1,1,2,l1,k1,9.4990351
m10_q_l1,m10_q_l1,5,6,l1,k1,8.8329595
m3_q_l2,m3_q_l2,4,5,l1,k3,8.3518466
